,CKSNAP_AA.gap0,CKSNAP_AC.gap0,CKSNAP_AG.gap0,CKSNAP_AT.gap0,CKSNAP_CA.gap0,CKSNAP_CC.gap0,CKSNAP_CG.gap0,CKSNAP_CT.gap0,CKSNAP_GA.gap0,CKSNAP_GC.gap0,CKSNAP_GG.gap0,CKSNAP_GT.gap0,CKSNAP_TA.gap0,CKSNAP_TC.gap0,CKSNAP_TG.gap0,CKSNAP_TT.gap0,CKSNAP_AA.gap1,CKSNAP_AC.gap1,CKSNAP_AG.gap1,CKSNAP_AT.gap1,CKSNAP_CA.gap1,CKSNAP_CC.gap1,CKSNAP_CG.gap1,CKSNAP_CT.gap1,CKSNAP_GA.gap1,CKSNAP_GC.gap1,CKSNAP_GG.gap1,CKSNAP_GT.gap1,CKSNAP_TA.gap1,CKSNAP_TC.gap1,CKSNAP_TG.gap1,CKSNAP_TT.gap1,CKSNAP_AA.gap2,CKSNAP_AC.gap2,CKSNAP_AG.gap2,CKSNAP_AT.gap2,CKSNAP_CA.gap2,CKSNAP_CC.gap2,CKSNAP_CG.gap2,CKSNAP_CT.gap2,CKSNAP_GA.gap2,CKSNAP_GC.gap2,CKSNAP_GG.gap2,CKSNAP_GT.gap2,CKSNAP_TA.gap2,CKSNAP_TC.gap2,CKSNAP_TG.gap2,CKSNAP_TT.gap2
A1_59,0.18,0.04,0.08,0.08,0.04,0.08,0.0,0.04,0.1,0.02,0.04,0.06,0.06,0.04,0.1,0.04,0.16326530612244897,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.0,0.061224489795918366,0.02040816326530612,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.061224489795918366,0.02040816326530612,0.12244897959183673,0.0,0.061224489795918366,0.061224489795918366,0.16666666666666666,0.08333333333333333,0.10416666666666667,0.041666666666666664,0.020833333333333332,0.0625,0.020833333333333332,0.0625,0.14583333333333334,0.0,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.125
A1_60,0.18,0.04,0.08,0.08,0.04,0.1,0.0,0.04,0.1,0.02,0.04,0.06,0.04,0.04,0.1,0.04,0.16326530612244897,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.0,0.061224489795918366,0.02040816326530612,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.061224489795918366,0.02040816326530612,0.12244897959183673,0.0,0.04081632653061224,0.061224489795918366,0.16666666666666666,0.08333333333333333,0.10416666666666667,0.041666666666666664,0.020833333333333332,0.0625,0.020833333333333332,0.0625,0.14583333333333334,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.10416666666666667
A1_61,0.18,0.04,0.06,0.08,0.06,0.1,0.0,0.04,0.1,0.02,0.04,0.06,0.04,0.04,0.1,0.04,0.16326530612244897,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.061224489795918366,0.02040816326530612,0.12244897959183673,0.0,0.04081632653061224,0.061224489795918366,0.14583333333333334,0.08333333333333333,0.10416666666666667,0.041666666666666664,0.020833333333333332,0.0625,0.020833333333333332,0.0625,0.16666666666666666,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.10416666666666667
A1_62,0.2,0.04,0.06,0.08,0.06,0.1,0.0,0.04,0.1,0.02,0.04,0.04,0.04,0.04,0.1,0.04,0.16326530612244897,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.02040816326530612,0.08163265306122448,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.02040816326530612,0.12244897959183673,0.0,0.04081632653061224,0.061224489795918366,0.14583333333333334,0.08333333333333333,0.10416666666666667,0.041666666666666664,0.041666666666666664,0.0625,0.020833333333333332,0.0625,0.14583333333333334,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.10416666666666667
A1_63,0.2,0.04,0.08,0.08,0.06,0.1,0.0,0.04,0.1,0.02,0.04,0.04,0.02,0.04,0.1,0.04,0.16326530612244897,0.08163265306122448,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.02040816326530612,0.08163265306122448,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.02040816326530612,0.10204081632653061,0.0,0.04081632653061224,0.061224489795918366,0.14583333333333334,0.08333333333333333,0.10416666666666667,0.041666666666666664,0.041666666666666664,0.0625,0.041666666666666664,0.0625,0.14583333333333334,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.10416666666666667
A1_64,0.18,0.04,0.08,0.08,0.06,0.1,0.0,0.04,0.1,0.02,0.04,0.06,0.02,0.04,0.1,0.04,0.16326530612244897,0.061224489795918366,0.10204081632653061,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.02040816326530612,0.08163265306122448,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.02040816326530612,0.10204081632653061,0.0,0.04081632653061224,0.061224489795918366,0.14583333333333334,0.0625,0.10416666666666667,0.0625,0.041666666666666664,0.0625,0.041666666666666664,0.0625,0.14583333333333334,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.10416666666666667
A1_70,0.22,0.04,0.08,0.08,0.06,0.02,0.0,0.02,0.12,0.02,0.06,0.06,0.02,0.04,0.12,0.04,0.1836734693877551,0.061224489795918366,0.10204081632653061,0.061224489795918366,0.04081632653061224,0.0,0.02040816326530612,0.04081632653061224,0.10204081632653061,0.061224489795918366,0.08163265306122448,0.02040816326530612,0.10204081632653061,0.0,0.061224489795918366,0.061224489795918366,0.14583333333333334,0.0625,0.125,0.0625,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.1875,0.020833333333333332,0.0625,0.0,0.0625,0.020833333333333332,0.041666666666666664,0.10416666666666667
A1_73,0.22,0.04,0.08,0.06,0.06,0.04,0.0,0.04,0.12,0.02,0.06,0.06,0.0,0.06,0.12,0.02,0.1836734693877551,0.08163265306122448,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.10204081632653061,0.061224489795918366,0.08163265306122448,0.02040816326530612,0.08163265306122448,0.0,0.061224489795918366,0.04081632653061224,0.14583333333333334,0.08333333333333333,0.10416666666666667,0.08333333333333333,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.1875,0.020833333333333332,0.0625,0.0,0.0625,0.020833333333333332,0.041666666666666664,0.0625
A1_77,0.22,0.06,0.08,0.04,0.06,0.04,0.0,0.06,0.12,0.02,0.06,0.06,0.0,0.06,0.12,0.0,0.1836734693877551,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.10204081632653061,0.08163265306122448,0.08163265306122448,0.0,0.08163265306122448,0.0,0.04081632653061224,0.061224489795918366,0.14583333333333334,0.08333333333333333,0.10416666666666667,0.0625,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.1875,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0625,0.041666666666666664
A1_79,0.22,0.08,0.08,0.04,0.08,0.04,0.0,0.06,0.12,0.02,0.06,0.04,0.0,0.06,0.1,0.0,0.20408163265306123,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.10204081632653061,0.08163265306122448,0.061224489795918366,0.0,0.08163265306122448,0.0,0.04081632653061224,0.04081632653061224,0.14583333333333334,0.10416666666666667,0.10416666666666667,0.0625,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.1875,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
A1_80,0.22,0.08,0.08,0.04,0.08,0.06,0.0,0.06,0.12,0.02,0.06,0.04,0.0,0.06,0.08,0.0,0.20408163265306123,0.10204081632653061,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.10204081632653061,0.08163265306122448,0.061224489795918366,0.0,0.061224489795918366,0.0,0.04081632653061224,0.04081632653061224,0.14583333333333334,0.10416666666666667,0.10416666666666667,0.0625,0.041666666666666664,0.0625,0.041666666666666664,0.041666666666666664,0.1875,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.041666666666666664
A1_81,0.22,0.08,0.08,0.04,0.08,0.08,0.0,0.06,0.1,0.02,0.06,0.04,0.0,0.06,0.08,0.0,0.20408163265306123,0.10204081632653061,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.10204081632653061,0.08163265306122448,0.04081632653061224,0.0,0.061224489795918366,0.0,0.04081632653061224,0.04081632653061224,0.14583333333333334,0.125,0.10416666666666667,0.0625,0.041666666666666664,0.0625,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.041666666666666664
A1_86,0.16,0.08,0.06,0.04,0.08,0.1,0.0,0.1,0.08,0.02,0.06,0.04,0.0,0.08,0.1,0.0,0.12244897959183673,0.10204081632653061,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.061224489795918366,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.0,0.061224489795918366,0.0,0.04081632653061224,0.061224489795918366,0.0625,0.125,0.10416666666666667,0.0625,0.041666666666666664,0.10416666666666667,0.041666666666666664,0.08333333333333333,0.14583333333333334,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
A1_87,0.14,0.08,0.06,0.04,0.08,0.1,0.0,0.1,0.08,0.04,0.06,0.04,0.0,0.08,0.1,0.0,0.10204081632653061,0.10204081632653061,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.061224489795918366,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.0,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.041666666666666664,0.125,0.10416666666666667,0.0625,0.041666666666666664,0.125,0.041666666666666664,0.08333333333333333,0.14583333333333334,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
A1_92,0.16,0.06,0.06,0.04,0.1,0.12,0.0,0.08,0.08,0.04,0.06,0.04,0.0,0.08,0.08,0.0,0.12244897959183673,0.08163265306122448,0.08163265306122448,0.02040816326530612,0.08163265306122448,0.10204081632653061,0.04081632653061224,0.08163265306122448,0.08163265306122448,0.10204081632653061,0.04081632653061224,0.0,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.0625,0.10416666666666667,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.125,0.041666666666666664,0.0625,0.16666666666666666,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
A1_93,0.16,0.06,0.06,0.06,0.1,0.12,0.0,0.08,0.08,0.04,0.06,0.02,0.0,0.08,0.08,0.0,0.12244897959183673,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.08163265306122448,0.10204081632653061,0.04081632653061224,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.0,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.0625,0.10416666666666667,0.08333333333333333,0.0625,0.08333333333333333,0.125,0.041666666666666664,0.0625,0.14583333333333334,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
A1_94,0.16,0.06,0.06,0.06,0.1,0.12,0.0,0.08,0.08,0.04,0.06,0.02,0.02,0.06,0.08,0.0,0.14285714285714285,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.08163265306122448,0.10204081632653061,0.04081632653061224,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.0,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.08333333333333333,0.10416666666666667,0.08333333333333333,0.0625,0.08333333333333333,0.125,0.041666666666666664,0.0625,0.14583333333333334,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.020833333333333332
A1_101,0.18,0.06,0.1,0.02,0.06,0.12,0.0,0.08,0.08,0.04,0.04,0.06,0.06,0.04,0.06,0.0,0.14285714285714285,0.061224489795918366,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.08163265306122448,0.04081632653061224,0.0,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.10416666666666667,0.10416666666666667,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.10416666666666667,0.020833333333333332,0.0625,0.16666666666666666,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.020833333333333332
A1_103,0.22,0.06,0.08,0.02,0.06,0.12,0.0,0.08,0.06,0.04,0.04,0.06,0.06,0.04,0.06,0.0,0.14285714285714285,0.061224489795918366,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.08163265306122448,0.02040816326530612,0.0,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.08333333333333333,0.10416666666666667,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.10416666666666667,0.020833333333333332,0.0625,0.16666666666666666,0.020833333333333332,0.020833333333333332,0.0,0.041666666666666664,0.041666666666666664,0.0625,0.020833333333333332
A1_114,0.24,0.08,0.04,0.06,0.06,0.1,0.0,0.08,0.04,0.02,0.02,0.04,0.08,0.04,0.08,0.02,0.22448979591836735,0.08163265306122448,0.02040816326530612,0.10204081632653061,0.061224489795918366,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.04081632653061224,0.0,0.0,0.061224489795918366,0.02040816326530612,0.061224489795918366,0.061224489795918366,0.20833333333333334,0.10416666666666667,0.041666666666666664,0.08333333333333333,0.0625,0.10416666666666667,0.0,0.08333333333333333,0.125,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0625,0.041666666666666664
A1_115,0.24,0.08,0.04,0.06,0.06,0.1,0.0,0.08,0.04,0.02,0.02,0.06,0.08,0.04,0.06,0.02,0.22448979591836735,0.08163265306122448,0.02040816326530612,0.10204081632653061,0.061224489795918366,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.04081632653061224,0.0,0.0,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.08163265306122448,0.20833333333333334,0.10416666666666667,0.041666666666666664,0.08333333333333333,0.0625,0.10416666666666667,0.0,0.08333333333333333,0.125,0.0,0.0,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.0625
A1_116,0.24,0.08,0.04,0.06,0.06,0.1,0.0,0.08,0.04,0.02,0.0,0.06,0.1,0.04,0.06,0.02,0.22448979591836735,0.08163265306122448,0.02040816326530612,0.10204081632653061,0.061224489795918366,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.04081632653061224,0.0,0.0,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.08163265306122448,0.20833333333333334,0.10416666666666667,0.041666666666666664,0.08333333333333333,0.0625,0.10416666666666667,0.0,0.08333333333333333,0.10416666666666667,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0625,0.0625
A1_117,0.24,0.08,0.04,0.08,0.06,0.1,0.0,0.08,0.02,0.02,0.0,0.06,0.1,0.04,0.06,0.02,0.22448979591836735,0.08163265306122448,0.02040816326530612,0.10204081632653061,0.061224489795918366,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.0,0.0,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.10204081632653061,0.20833333333333334,0.10416666666666667,0.041666666666666664,0.08333333333333333,0.0625,0.10416666666666667,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.0625,0.0625
A1_119,0.2,0.08,0.04,0.08,0.06,0.12,0.0,0.08,0.02,0.02,0.0,0.06,0.1,0.06,0.06,0.02,0.20408163265306123,0.08163265306122448,0.02040816326530612,0.10204081632653061,0.061224489795918366,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.0,0.0,0.061224489795918366,0.04081632653061224,0.04081632653061224,0.10204081632653061,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.0625,0.10416666666666667,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.0625,0.0625
A1_122,0.2,0.06,0.04,0.08,0.06,0.1,0.0,0.08,0.02,0.02,0.02,0.06,0.1,0.06,0.08,0.02,0.20408163265306123,0.061224489795918366,0.02040816326530612,0.10204081632653061,0.061224489795918366,0.08163265306122448,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.0,0.0,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.10204081632653061,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.0625,0.0625,0.08333333333333333,0.041666666666666664,0.0625,0.08333333333333333,0.0,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.0625,0.08333333333333333
A1_123,0.2,0.06,0.04,0.08,0.06,0.1,0.0,0.08,0.02,0.02,0.04,0.06,0.1,0.04,0.08,0.02,0.20408163265306123,0.061224489795918366,0.02040816326530612,0.10204081632653061,0.061224489795918366,0.08163265306122448,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.02040816326530612,0.0,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.08163265306122448,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.0625,0.0625,0.08333333333333333,0.041666666666666664,0.0625,0.08333333333333333,0.0,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.0625,0.08333333333333333
A1_126,0.2,0.06,0.06,0.08,0.06,0.1,0.0,0.06,0.04,0.02,0.04,0.06,0.1,0.04,0.06,0.02,0.22448979591836735,0.061224489795918366,0.02040816326530612,0.10204081632653061,0.061224489795918366,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.04081632653061224,0.0,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.08163265306122448,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.0625,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0625,0.10416666666666667,0.0,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.0625,0.08333333333333333
A1_127,0.2,0.04,0.08,0.08,0.06,0.1,0.0,0.06,0.04,0.02,0.04,0.06,0.1,0.04,0.06,0.02,0.20408163265306123,0.061224489795918366,0.02040816326530612,0.10204081632653061,0.061224489795918366,0.08163265306122448,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.061224489795918366,0.0,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.08163265306122448,0.20833333333333334,0.0625,0.0625,0.0625,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0625,0.10416666666666667,0.0,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.0625,0.08333333333333333
A1_128,0.2,0.04,0.08,0.08,0.04,0.1,0.0,0.06,0.06,0.02,0.04,0.06,0.1,0.04,0.06,0.02,0.22448979591836735,0.061224489795918366,0.02040816326530612,0.10204081632653061,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.061224489795918366,0.0,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.08163265306122448,0.20833333333333334,0.0625,0.0625,0.0625,0.041666666666666664,0.0625,0.041666666666666664,0.0625,0.125,0.0,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.0625,0.08333333333333333
